feedback_id,ride_id,customer_id,rating,feedback_category,feedback_text,created_at
4847,19748,1708,4,other,Decent ride but car smelled like smoke.,2025-07-04 19:44:56.340804
4848,19751,1551,4,vehicle,Driver was okay but not very talkative.,2025-07-05 02:08:09.617599
4849,19752,2881,4,vehicle,Driver was okay but not very talkative.,2025-07-05 12:52:25.136836
4850,19754,4460,4,pricing,"Good overall, but took a longer route.",2025-07-05 16:03:45.715263
4851,19759,2464,4,other,Driver was okay but not very talkative.,2025-07-05 08:00:57.115480
4852,19760,1139,4,driver,Driver was okay but not very talkative.,2025-07-04 07:02:44.476579
4853,19768,2146,4,pricing,"Good overall, but took a longer route.",2025-07-05 11:06:38.749340
4854,19769,1706,4,vehicle,Driver was okay but not very talkative.,2025-07-04 19:50:36.540887
4855,19771,3470,5,driver,Perfect experience from start to finish.,2025-07-05 03:39:32.883094
4856,19776,1644,4,pricing,Decent ride but car smelled like smoke.,2025-07-04 23:55:27.092641
4857,19779,2791,4,other,Decent ride but car smelled like smoke.,2025-07-04 22:26:54.738651
4858,19780,4110,6,route,Excellent service! Driver was very professional.,2025-07-05 13:10:56.580707
4859,19781,3274,4,driver,Decent ride but car smelled like smoke.,2025-07-04 21:49:48.472750
4860,19802,2573,4,pricing,Driver was okay but not very talkative.,2025-07-04 21:07:20.644621
4861,19817,3646,4,pricing,"Good overall, but took a longer route.",2025-07-05 02:26:25.798411
4862,19823,2741,5,other,Excellent service! Driver was very professional.,2025-07-05 02:05:39.671452
4863,19826,1176,4,route,Driver was okay but not very talkative.,2025-07-05 05:39:16.009091
4864,19827,3462,5,pricing,Perfect experience from start to finish.,2025-07-05 04:49:33.925642
4865,19828,3113,4,driver,Decent ride but car smelled like smoke.,2025-07-04 13:05:40.992562
4866,19834,2922,4,other,"Good overall, but took a longer route.",2025-07-04 17:15:25.303482
4867,19841,109,5,route,Clean car and smooth ride. Will use again!,2025-07-05 03:36:03.758015
4868,19842,4693,5,pricing,Perfect experience from start to finish.,2025-07-04 10:28:26.584288
4869,19843,4866,5,other,Clean car and smooth ride. Will use again!,2025-07-04 20:50:43.064568
4870,19846,3024,4,other,Clean car and smooth ride. Will use again!,2025-07-04 21:46:01.437190
4871,19847,4319,5,other,Perfect experience from start to finish.,2025-07-05 16:31:25.102715
4872,19852,3598,5,pricing,Clean car and smooth ride. Will use again!,2025-07-05 13:27:18.852549
4873,19856,4825,5,vehicle,Clean car and smooth ride. Will use again!,2025-07-04 06:28:05.414348
4874,19860,4942,5,vehicle,Clean car and smooth ride. Will use again!,2025-07-04 18:40:23.593867
4875,19865,533,3,pricing,Overcharged for the distance traveled.,2025-07-04 04:05:09.842173
4876,19868,4759,4,driver,Decent ride but car smelled like smoke.,2025-07-04 18:20:21.469103
4877,19875,168,3,vehicle,Terrible experience. Driver was rude.,2025-07-05 00:24:10.271119
4878,19880,3853,5,driver,Perfect experience from start to finish.,2025-07-04 17:36:34.101628
4879,19888,559,3,driver,Terrible experience. Driver was rude.,2025-07-05 01:51:39.628672
4880,19892,2325,5,other,Excellent service! Driver was very professional.,2025-07-05 11:38:00.204625
4881,19895,2907,4,other,Decent ride but car smelled like smoke.,2025-07-04 16:50:22.507759
4882,19900,2944,6,other,Clean car and smooth ride. Will use again!,2025-07-04 12:06:19.356215
4883,19902,2635,4,driver,Driver was okay but not very talkative.,2025-07-04 22:36:48.966141
4884,19906,1804,4,driver,Perfect experience from start to finish.,2025-07-04 15:57:48.201914
4885,19925,2876,4,other,Driver was okay but not very talkative.,2025-07-05 06:21:03.733410
4886,19926,3090,4,route,Decent ride but car smelled like smoke.,2025-07-05 01:23:53.276512
4887,19927,2925,4,pricing,Driver was okay but not very talkative.,2025-07-05 08:43:00.167991
4888,19928,4817,4,other,Decent ride but car smelled like smoke.,2025-07-05 06:02:25.321878
4889,19929,561,4,route,Driver was okay but not very talkative.,2025-07-05 14:57:07.058545
4890,19935,2633,5,other,Perfect experience from start to finish.,2025-07-04 13:05:45.221431
4891,19940,1674,5,other,Clean car and smooth ride. Will use again!,2025-07-05 04:37:36.257304
4892,19943,4035,4,route,Driver was okay but not very talkative.,2025-07-05 12:54:29.073449
4893,19947,3885,5,other,Excellent service! Driver was very professional.,2025-07-04 21:44:17.962215
4894,19950,69,4,driver,Decent ride but car smelled like smoke.,2025-07-05 00:17:32.163900
4895,19954,986,4,driver,Driver was okay but not very talkative.,2025-07-05 04:32:08.940080
4896,19955,364,4,vehicle,Driver was okay but not very talkative.,2025-07-04 08:12:24.465299
4897,19956,3912,4,route,Decent ride but car smelled like smoke.,2025-07-05 08:26:41.319065
4898,19960,2632,4,vehicle,Decent ride but car smelled like smoke.,2025-07-04 22:30:22.355769
4899,19961,3784,4,driver,Decent ride but car smelled like smoke.,2025-07-04 13:19:46.646064
4900,19971,3774,4,pricing,Decent ride but car smelled like smoke.,2025-07-05 06:42:46.769439
4901,19972,4052,5,route,Clean car and smooth ride. Will use again!,2025-07-05 05:11:46.311881
4902,19973,756,4,other,Clean car and smooth ride. Will use again!,2025-07-05 07:37:20.442776
4903,19980,4025,5,route,Clean car and smooth ride. Will use again!,2025-07-04 09:40:48.233425
4904,19982,2803,5,vehicle,Clean car and smooth ride. Will use again!,2025-07-04 19:32:55.219882
4905,19987,1223,3,route,Car was dirty and uncomfortable.,2025-07-05 03:25:07.090530
4906,19990,4895,4,vehicle,"Good overall, but took a longer route.",2025-07-04 22:22:07.659760
4907,19991,946,4,route,"Good overall, but took a longer route.",2025-07-04 17:38:57.925988
4908,20001,2888,4,other,Driver was okay but not very talkative.,2025-07-05 00:25:21.004448
4909,20006,2093,4,driver,"Good overall, but took a longer route.",2025-07-05 05:51:03.796266
4910,20009,4004,4,vehicle,Driver was okay but not very talkative.,2025-07-06 12:44:33.269626
4911,20018,4360,5,other,Perfect experience from start to finish.,2025-07-06 06:51:10.486798
4912,20020,587,4,driver,Driver was okay but not very talkative.,2025-07-06 04:31:59.439726
4913,20021,3267,5,route,Perfect experience from start to finish.,2025-07-06 03:10:01.841915
4914,20022,1497,4,route,Decent ride but car smelled like smoke.,2025-07-05 08:20:08.626436
4915,20029,3865,4,other,Driver was okay but not very talkative.,2025-07-05 18:16:05.148662
4916,20031,3784,4,route,Decent ride but car smelled like smoke.,2025-07-06 04:00:15.522754
4917,20032,3150,4,vehicle,"Good overall, but took a longer route.",2025-07-05 23:41:45.281264
4918,20035,3903,5,route,Clean car and smooth ride. Will use again!,2025-07-05 21:28:25.174456
4919,20040,1947,4,vehicle,"Good overall, but took a longer route.",2025-07-06 04:54:01.223336
4920,20041,4343,5,driver,Clean car and smooth ride. Will use again!,2025-07-06 03:05:08.133481
4921,20044,1735,4,vehicle,"Good overall, but took a longer route.",2025-07-06 09:32:52.660847
4922,20048,483,5,other,Clean car and smooth ride. Will use again!,2025-07-05 01:57:23.288322
4923,20050,4999,4,route,Decent ride but car smelled like smoke.,2025-07-06 05:52:55.351904
4924,20055,4691,4,other,Driver was okay but not very talkative.,2025-07-05 10:48:37.755514
4925,20059,1871,4,vehicle,Driver was okay but not very talkative.,2025-07-05 04:07:18.188034
4926,20061,2902,4,pricing,Driver was okay but not very talkative.,2025-07-05 19:09:17.940434
4927,20062,523,5,driver,Perfect experience from start to finish.,2025-07-06 00:44:34.720409
4928,20065,4752,4,vehicle,Decent ride but car smelled like smoke.,2025-07-06 13:52:17.968027
4929,20068,199,4,other,Decent ride but car smelled like smoke.,2025-07-05 15:48:03.288223
4930,20071,1602,4,vehicle,Decent ride but car smelled like smoke.,2025-07-06 03:18:23.130883
4931,20074,4359,5,driver,Clean car and smooth ride. Will use again!,2025-07-05 15:31:16.770079
4932,20076,283,3,driver,Overcharged for the distance traveled.,2025-07-05 22:19:28.854639
4933,20078,2298,3,route,Terrible experience. Driver was rude.,2025-07-05 21:15:56.073976
4934,20082,1050,4,pricing,Driver was okay but not very talkative.,2025-07-06 09:32:23.746853
4935,20084,2739,4,pricing,Driver was okay but not very talkative.,2025-07-06 06:15:42.713841
4936,20094,3202,4,driver,Decent ride but car smelled like smoke.,2025-07-05 17:54:32.354764
4937,20097,3687,3,pricing,Terrible experience. Driver was rude.,2025-07-06 04:35:19.512643
4938,20105,1642,4,other,Decent ride but car smelled like smoke.,2025-07-05 09:38:14.671600
4939,20117,2627,4,pricing,Driver was okay but not very talkative.,2025-07-05 13:39:16.339716
4940,20118,784,5,driver,Perfect experience from start to finish.,2025-07-06 06:02:18.793553
4941,20125,2893,5,route,Perfect experience from start to finish.,2025-07-05 19:17:46.418143
4942,20126,4719,5,route,Excellent service! Driver was very professional.,2025-07-05 16:46:42.375017
4943,20131,1463,5,route,Perfect experience from start to finish.,2025-07-05 22:27:39.745949
4944,20139,4500,5,pricing,Clean car and smooth ride. Will use again!,2025-07-06 04:24:30.602823
4945,20141,45,5,pricing,Clean car and smooth ride. Will use again!,2025-07-05 06:36:47.469321
4946,20143,318,4,pricing,Driver was okay but not very talkative.,2025-07-05 21:17:24.071565
4947,20146,3232,4,vehicle,"Good overall, but took a longer route.",2025-07-05 23:40:36.343254
4948,20150,3628,4,other,Excellent service! Driver was very professional.,2025-07-06 08:02:48.728361
4949,20151,2407,5,driver,Clean car and smooth ride. Will use again!,2025-07-06 02:42:40.424697
4950,20152,3404,5,pricing,Excellent service! Driver was very professional.,2025-07-05 22:00:05.242123
4951,20154,2894,4,other,Decent ride but car smelled like smoke.,2025-07-06 13:28:52.894568
4952,20165,1083,5,pricing,Perfect experience from start to finish.,2025-07-05 18:44:27.859348
4953,20170,607,5,route,Perfect experience from start to finish.,2025-07-06 05:35:26.575896
4954,20173,4295,5,driver,Perfect experience from start to finish.,2025-07-05 15:18:50.528793
4955,20175,2698,5,route,Perfect experience from start to finish.,2025-07-05 18:42:52.809439
4956,20176,1982,5,pricing,Excellent service! Driver was very professional.,2025-07-06 18:23:58.443908
4957,20180,2775,5,pricing,Clean car and smooth ride. Will use again!,2025-07-06 04:07:28.233166
4958,20187,3499,4,driver,"Good overall, but took a longer route.",2025-07-05 19:30:49.871373
4959,20188,1874,4,vehicle,Driver was okay but not very talkative.,2025-07-05 19:18:27.553483
4960,20191,385,5,driver,Perfect experience from start to finish.,2025-07-06 19:58:16.088132
4961,20192,1698,4,pricing,"Good overall, but took a longer route.",2025-07-05 15:45:10.025052
4962,20193,4563,4,vehicle,Driver was okay but not very talkative.,2025-07-06 05:20:39.040414
4963,20195,4138,5,pricing,Clean car and smooth ride. Will use again!,2025-07-06 00:29:17.452363
4964,20196,2347,3,route,Car was dirty and uncomfortable.,2025-07-06 05:32:06.733702
4965,20198,1912,6,driver,Perfect experience from start to finish.,2025-07-06 00:29:55.397050
4966,20203,4673,4,other,"Good overall, but took a longer route.",2025-07-05 18:33:20.604659
4967,20209,1811,4,route,"Good overall, but took a longer route.",2025-07-06 01:12:07.574535
4968,20213,4903,4,route,Clean car and smooth ride. Will use again!,2025-07-06 11:09:46.454003
4969,20218,408,5,pricing,Perfect experience from start to finish.,2025-07-06 01:06:37.063614
4970,20219,2239,5,driver,Excellent service! Driver was very professional.,2025-07-06 01:39:43.488540
4971,20226,4416,4,pricing,Driver was okay but not very talkative.,2025-07-05 19:28:16.228816
4972,20227,2754,5,vehicle,Excellent service! Driver was very professional.,2025-07-05 03:29:10.253570
4973,20230,1769,4,other,Decent ride but car smelled like smoke.,2025-07-05 22:01:39.181030
4974,20231,2528,4,driver,Driver was okay but not very talkative.,2025-07-06 09:03:19.254598
4975,20233,3982,5,pricing,Perfect experience from start to finish.,2025-07-05 23:40:36.241417
4976,20238,3380,4,route,"Good overall, but took a longer route.",2025-07-06 05:37:41.512109
4977,20243,1426,4,vehicle,Driver was okay but not very talkative.,2025-07-06 17:28:28.231218
4978,20246,1130,5,pricing,Excellent service! Driver was very professional.,2025-07-06 00:34:18.839739
4979,20256,776,4,driver,Driver was okay but not very talkative.,2025-07-05 16:10:45.258680
4980,20263,4052,5,other,Clean car and smooth ride. Will use again!,2025-07-06 02:40:28.378652
4981,20265,4105,3,pricing,Car was dirty and uncomfortable.,2025-07-06 04:57:12.115979
4982,20270,4346,4,other,Excellent service! Driver was very professional.,2025-07-06 08:07:51.878518
4983,20273,2109,4,route,"Good overall, but took a longer route.",2025-07-06 00:38:12.890586
4984,20275,1741,3,driver,Car was dirty and uncomfortable.,2025-07-05 19:20:50.293220
4985,20276,1331,4,route,Driver was okay but not very talkative.,2025-07-06 02:33:26.901940
4986,20279,1232,4,driver,"Good overall, but took a longer route.",2025-07-05 08:24:36.281836
4987,20287,338,5,vehicle,Excellent service! Driver was very professional.,2025-07-05 19:15:46.707479
4988,20307,3998,5,other,Clean car and smooth ride. Will use again!,2025-07-06 04:47:48.138435
4989,20310,4685,4,driver,Decent ride but car smelled like smoke.,2025-07-06 08:30:36.811519
4990,20311,1606,4,vehicle,Driver was okay but not very talkative.,2025-07-06 08:14:14.787097
4991,20312,4176,4,vehicle,"Good overall, but took a longer route.",2025-07-05 20:09:00.123333
4992,20322,2684,4,other,Decent ride but car smelled like smoke.,2025-07-07 08:15:43.236782
4993,20327,2610,4,route,"Good overall, but took a longer route.",2025-07-07 02:33:46.273752
4994,20330,2845,4,other,Decent ride but car smelled like smoke.,2025-07-06 20:33:41.123225
4995,20339,459,4,vehicle,"Good overall, but took a longer route.",2025-07-07 00:09:50.473681
4996,20340,195,5,route,Excellent service! Driver was very professional.,2025-07-07 02:25:03.949315
4997,20341,3989,4,vehicle,Clean car and smooth ride. Will use again!,2025-07-06 22:10:36.753356
4998,20344,181,5,vehicle,Perfect experience from start to finish.,2025-07-07 05:41:45.446671
4999,20359,1839,4,driver,Driver was okay but not very talkative.,2025-07-06 23:58:45.111857
5000,20369,981,4,route,Driver was okay but not very talkative.,2025-07-07 07:10:49.926692
5001,20370,4498,5,vehicle,Perfect experience from start to finish.,2025-07-07 04:28:20.374894
5002,20379,2772,4,other,Decent ride but car smelled like smoke.,2025-07-06 20:10:41.879560
5003,20380,275,5,vehicle,Clean car and smooth ride. Will use again!,2025-07-07 09:17:50.409181
5004,20385,477,3,other,Terrible experience. Driver was rude.,2025-07-06 20:48:46.578217
5005,20387,3285,5,driver,Excellent service! Driver was very professional.,2025-07-06 20:05:52.773528
5006,20388,3221,4,route,Driver was okay but not very talkative.,2025-07-06 17:27:54.172218
5007,20390,3634,5,vehicle,Clean car and smooth ride. Will use again!,2025-07-07 10:06:52.564805
5008,20392,4046,4,pricing,"Good overall, but took a longer route.",2025-07-07 10:31:24.475275
5009,20394,4487,5,vehicle,Excellent service! Driver was very professional.,2025-07-06 10:59:33.728936
5010,20395,3960,4,driver,Driver was okay but not very talkative.,2025-07-07 06:24:10.181496
5011,20397,2511,3,other,Overcharged for the distance traveled.,2025-07-06 17:23:16.018645
5012,20401,3355,5,vehicle,Clean car and smooth ride. Will use again!,2025-07-07 01:06:25.430026
5013,20402,4580,4,other,"Good overall, but took a longer route.",2025-07-06 10:12:20.859508
5014,20406,3351,4,pricing,Driver was okay but not very talkative.,2025-07-07 13:26:49.745769
5015,20411,1098,5,pricing,Perfect experience from start to finish.,2025-07-06 11:38:15.813177
5016,20420,1220,4,pricing,Driver was okay but not very talkative.,2025-07-06 21:07:16.243259
5017,20422,2540,3,other,Overcharged for the distance traveled.,2025-07-06 22:05:53.924131
5018,20426,1926,4,driver,Decent ride but car smelled like smoke.,2025-07-07 13:07:34.266142
5019,20434,2388,4,pricing,"Good overall, but took a longer route.",2025-07-07 05:06:58.555994
5020,20435,3635,5,other,Perfect experience from start to finish.,2025-07-06 15:52:02.353953
5021,20436,4124,5,route,Excellent service! Driver was very professional.,2025-07-07 07:44:14.891716
5022,20441,152,4,driver,Decent ride but car smelled like smoke.,2025-07-06 15:42:44.496945
5023,20447,1471,4,pricing,"Good overall, but took a longer route.",2025-07-07 09:51:22.416123
5024,20448,1830,4,route,Decent ride but car smelled like smoke.,2025-07-07 09:10:03.297155
5025,20452,294,4,route,Driver was okay but not very talkative.,2025-07-06 22:18:33.506129
5026,20460,349,5,pricing,Excellent service! Driver was very professional.,2025-07-06 06:36:20.120802
5027,20467,2668,4,route,Driver was okay but not very talkative.,2025-07-06 16:12:53.785270
5028,20469,1212,6,driver,Excellent service! Driver was very professional.,2025-07-06 17:49:44.950983
5029,20471,2235,3,vehicle,Terrible experience. Driver was rude.,2025-07-07 00:44:51.885148
5030,20472,4182,5,vehicle,Clean car and smooth ride. Will use again!,2025-07-06 10:38:04.959872
5031,20477,1113,4,route,Clean car and smooth ride. Will use again!,2025-07-06 14:16:02.326967
5032,20484,2010,4,pricing,Excellent service! Driver was very professional.,2025-07-07 06:56:18.928663
5033,20499,2578,4,driver,Decent ride but car smelled like smoke.,2025-07-07 11:39:52.330771
5034,20501,3769,4,vehicle,"Good overall, but took a longer route.",2025-07-06 23:06:21.762112
5035,20503,264,3,vehicle,Overcharged for the distance traveled.,2025-07-06 17:30:06.491631
5036,20510,4075,4,driver,Decent ride but car smelled like smoke.,2025-07-06 13:12:13.730067
5037,20516,3510,5,route,Clean car and smooth ride. Will use again!,2025-07-06 23:34:39.008060
5038,20517,4826,4,route,"Good overall, but took a longer route.",2025-07-06 16:49:28.046606
5039,20519,4635,5,vehicle,Clean car and smooth ride. Will use again!,2025-07-07 03:45:33.207602
5040,20520,294,6,route,Clean car and smooth ride. Will use again!,2025-07-07 12:55:36.157501
5041,20522,3838,4,route,Decent ride but car smelled like smoke.,2025-07-06 23:31:26.622161
5042,20526,988,4,pricing,Decent ride but car smelled like smoke.,2025-07-07 05:20:16.584704
5043,20528,1838,6,driver,Excellent service! Driver was very professional.,2025-07-07 22:20:56.560679
5044,20529,1554,4,driver,Decent ride but car smelled like smoke.,2025-07-07 14:19:07.449032
5045,20531,4378,4,route,"Good overall, but took a longer route.",2025-07-07 16:55:03.554655
5046,20532,2200,5,driver,Clean car and smooth ride. Will use again!,2025-07-06 06:47:11.411300
5047,20537,4210,4,route,"Good overall, but took a longer route.",2025-07-06 16:00:48.906155
5048,20543,650,5,other,Perfect experience from start to finish.,2025-07-07 21:02:46.238111
5049,20561,4448,4,route,"Good overall, but took a longer route.",2025-07-06 11:18:53.992364
5050,20583,25,4,route,Decent ride but car smelled like smoke.,2025-07-07 06:37:56.730146
5051,20590,3453,4,route,Decent ride but car smelled like smoke.,2025-07-07 12:03:31.390267
5052,20592,4811,4,driver,"Good overall, but took a longer route.",2025-07-06 20:51:59.979723
5053,20595,1433,4,other,"Good overall, but took a longer route.",2025-07-06 12:40:30.508927
5054,20598,4174,5,route,Excellent service! Driver was very professional.,2025-07-07 06:24:59.948947
5055,20614,2505,4,route,"Good overall, but took a longer route.",2025-07-08 14:26:39.179088
5056,20618,4071,5,vehicle,Perfect experience from start to finish.,2025-07-08 12:29:11.531274
5057,20621,3446,4,other,"Good overall, but took a longer route.",2025-07-08 04:22:27.819484
5058,20625,1114,4,other,Driver was okay but not very talkative.,2025-07-08 00:14:16.790725
5059,20627,2779,4,vehicle,Driver was okay but not very talkative.,2025-07-07 15:03:58.025935
5060,20634,295,4,pricing,Decent ride but car smelled like smoke.,2025-07-08 03:26:02.568877
5061,20640,3649,5,pricing,Perfect experience from start to finish.,2025-07-08 02:27:56.989215
5062,20641,263,5,pricing,Perfect experience from start to finish.,2025-07-07 13:31:47.053241
5063,20643,4570,4,vehicle,Driver was okay but not very talkative.,2025-07-07 16:05:06.273074
5064,20644,3128,4,pricing,Decent ride but car smelled like smoke.,2025-07-08 10:33:35.018295
5065,20647,2341,5,other,Perfect experience from start to finish.,2025-07-08 12:32:24.411447
5066,20648,4222,5,driver,Clean car and smooth ride. Will use again!,2025-07-08 01:01:26.512658
5067,20652,3027,5,pricing,Clean car and smooth ride. Will use again!,2025-07-08 07:12:35.183871
5068,20661,384,4,pricing,"Good overall, but took a longer route.",2025-07-07 15:10:48.957077
5069,20671,2723,4,route,Driver was okay but not very talkative.,2025-07-08 13:43:36.509555
5070,20673,2640,5,pricing,Excellent service! Driver was very professional.,2025-07-08 05:27:46.188535
5071,20679,4498,5,driver,Perfect experience from start to finish.,2025-07-08 08:17:15.549580
5072,20689,1096,4,pricing,"Good overall, but took a longer route.",2025-07-08 11:25:47.217170
5073,20697,2205,4,other,"Good overall, but took a longer route.",2025-07-07 22:59:55.453583
5074,20704,951,4,other,Driver was okay but not very talkative.,2025-07-08 07:32:29.323475
5075,20705,3910,4,route,"Good overall, but took a longer route.",2025-07-08 19:44:41.014458
5076,20707,186,5,route,Excellent service! Driver was very professional.,2025-07-07 16:08:02.008527
5077,20708,2380,4,route,Decent ride but car smelled like smoke.,2025-07-08 05:24:23.337007
5078,20709,1142,4,other,"Good overall, but took a longer route.",2025-07-08 17:01:51.939044
5079,20710,4445,4,route,"Good overall, but took a longer route.",2025-07-08 10:00:03.038139
5080,20712,3131,5,vehicle,Excellent service! Driver was very professional.,2025-07-07 12:54:25.964402
5081,20718,1248,4,route,Decent ride but car smelled like smoke.,2025-07-08 04:29:31.403742
5082,20723,1108,4,vehicle,"Good overall, but took a longer route.",2025-07-08 05:32:23.419455
5083,20726,717,4,other,Clean car and smooth ride. Will use again!,2025-07-08 17:50:26.654469
5084,20730,2621,5,other,Excellent service! Driver was very professional.,2025-07-08 06:38:46.619293
5085,20732,3535,4,pricing,Decent ride but car smelled like smoke.,2025-07-08 07:43:28.491172
5086,20736,241,5,pricing,Excellent service! Driver was very professional.,2025-07-08 06:49:05.604280
5087,20742,2149,5,route,Clean car and smooth ride. Will use again!,2025-07-08 11:34:43.890207
5088,20748,1097,4,pricing,Decent ride but car smelled like smoke.,2025-07-07 16:43:02.894368
5089,20753,3993,5,pricing,Excellent service! Driver was very professional.,2025-07-08 15:53:19.763726
5090,20758,3332,4,vehicle,"Good overall, but took a longer route.",2025-07-08 01:20:03.996420
5091,20765,3396,4,route,"Good overall, but took a longer route.",2025-07-08 17:04:10.794498
5092,20773,4552,4,driver,Decent ride but car smelled like smoke.,2025-07-08 01:57:44.980321
5093,20777,1786,4,other,Perfect experience from start to finish.,2025-07-08 13:46:42.001216
5094,20781,4364,5,route,Excellent service! Driver was very professional.,2025-07-08 11:56:44.833695
5095,20783,2054,5,pricing,Perfect experience from start to finish.,2025-07-07 16:42:07.487935
5096,20788,3053,6,driver,Clean car and smooth ride. Will use again!,2025-07-07 18:17:31.003713
5097,20796,441,4,driver,Decent ride but car smelled like smoke.,2025-07-07 20:51:45.160407
5098,20800,4991,4,other,Driver was okay but not very talkative.,2025-07-08 06:16:35.530468
5099,20801,2412,4,vehicle,Decent ride but car smelled like smoke.,2025-07-08 12:00:48.095930
5100,20803,3473,5,route,Excellent service! Driver was very professional.,2025-07-08 13:28:16.943343
5101,20804,849,5,other,Perfect experience from start to finish.,2025-07-07 15:37:42.055976
5102,20805,202,5,route,Clean car and smooth ride. Will use again!,2025-07-08 05:06:33.040733
5103,20807,2383,4,other,Driver was okay but not very talkative.,2025-07-07 17:59:25.783957
5104,20811,3810,4,vehicle,"Good overall, but took a longer route.",2025-07-08 00:41:22.824823
5105,20813,4942,5,other,Perfect experience from start to finish.,2025-07-08 01:49:44.355996
5106,20817,1991,5,pricing,Perfect experience from start to finish.,2025-07-07 22:42:03.185231
5107,20824,244,4,pricing,"Good overall, but took a longer route.",2025-07-08 11:11:27.226191
5108,20829,1356,4,other,Excellent service! Driver was very professional.,2025-07-08 08:40:48.120201
5109,20838,190,4,vehicle,Decent ride but car smelled like smoke.,2025-07-08 10:42:37.289476
5110,20842,678,4,route,Driver was okay but not very talkative.,2025-07-08 05:07:06.668648
5111,20843,3474,5,vehicle,Clean car and smooth ride. Will use again!,2025-07-08 18:02:51.137294
5112,20844,399,4,vehicle,"Good overall, but took a longer route.",2025-07-07 22:04:18.377908
5113,20849,126,4,other,"Good overall, but took a longer route.",2025-07-08 08:59:28.877089
5114,20853,1756,4,other,Perfect experience from start to finish.,2025-07-08 14:24:23.707056
5115,20858,91,4,route,Perfect experience from start to finish.,2025-07-08 16:41:15.681893
5116,20861,4853,5,vehicle,Excellent service! Driver was very professional.,2025-07-08 08:06:30.044585
5117,20863,2034,4,other,Driver was okay but not very talkative.,2025-07-07 18:54:32.978848
5118,20864,2976,3,vehicle,Car was dirty and uncomfortable.,2025-07-08 03:45:39.008582
5119,20868,1797,4,other,"Good overall, but took a longer route.",2025-07-08 05:02:05.254877
5120,20874,2007,4,driver,Driver was okay but not very talkative.,2025-07-07 16:02:17.479081
5121,20876,2992,5,pricing,Perfect experience from start to finish.,2025-07-08 15:50:26.283685
5122,20877,432,4,driver,Decent ride but car smelled like smoke.,2025-07-07 17:00:37.028149
5123,20886,2160,5,route,Excellent service! Driver was very professional.,2025-07-07 23:36:24.094762
5124,20889,2434,5,pricing,Perfect experience from start to finish.,2025-07-08 03:50:00.922337
5125,20891,2942,4,driver,Perfect experience from start to finish.,2025-07-07 17:28:23.374786
5126,20900,1327,4,other,Decent ride but car smelled like smoke.,2025-07-07 16:36:16.705422
5127,20901,4061,5,other,Clean car and smooth ride. Will use again!,2025-07-07 08:41:49.858185
5128,20920,4142,4,route,Decent ride but car smelled like smoke.,2025-07-08 08:02:54.458151
5129,20921,3363,4,driver,Decent ride but car smelled like smoke.,2025-07-09 01:10:05.183008
5130,20922,1625,4,pricing,"Good overall, but took a longer route.",2025-07-08 09:32:19.031199
5131,20923,4050,5,driver,Perfect experience from start to finish.,2025-07-09 05:17:51.126737
5132,20924,3116,3,vehicle,Car was dirty and uncomfortable.,2025-07-08 11:04:45.686610
5133,20929,2273,4,route,Driver was okay but not very talkative.,2025-07-08 21:28:05.919418
5134,20941,1331,5,other,Perfect experience from start to finish.,2025-07-08 21:58:22.602662
5135,20947,2330,4,driver,"Good overall, but took a longer route.",2025-07-08 13:51:13.833130
5136,20957,2552,4,driver,"Good overall, but took a longer route.",2025-07-09 17:07:24.664569
5137,20959,4614,4,other,Excellent service! Driver was very professional.,2025-07-08 23:10:30.552481
5138,20962,2876,4,route,"Good overall, but took a longer route.",2025-07-09 07:38:47.606515
5139,20963,603,4,route,Decent ride but car smelled like smoke.,2025-07-08 23:12:35.063770
5140,20969,915,4,vehicle,Driver was okay but not very talkative.,2025-07-08 15:25:04.773227
5141,20972,2158,4,pricing,"Good overall, but took a longer route.",2025-07-09 02:20:11.936641
5142,20976,2466,4,pricing,"Good overall, but took a longer route.",2025-07-08 23:52:49.979586
5143,20984,4632,5,vehicle,Excellent service! Driver was very professional.,2025-07-08 16:01:29.990627
5144,20987,2277,4,driver,Driver was okay but not very talkative.,2025-07-08 17:01:53.281141
5145,20990,270,5,vehicle,Perfect experience from start to finish.,2025-07-09 05:53:41.240564
5146,20992,3767,4,driver,"Good overall, but took a longer route.",2025-07-08 10:28:49.507457
5147,20994,2387,5,other,Perfect experience from start to finish.,2025-07-08 14:17:29.238975
5148,20996,2059,3,driver,Car was dirty and uncomfortable.,2025-07-08 23:01:10.345280
5149,21003,1072,5,other,Clean car and smooth ride. Will use again!,2025-07-09 05:47:45.380520
5150,21009,3787,5,pricing,Clean car and smooth ride. Will use again!,2025-07-09 19:20:07.391590
5151,21012,192,4,driver,"Good overall, but took a longer route.",2025-07-08 07:38:49.625697
5152,21020,4730,4,other,Driver was okay but not very talkative.,2025-07-09 11:46:09.162896
5153,21022,1209,4,vehicle,Decent ride but car smelled like smoke.,2025-07-09 09:24:46.817162
5154,21025,2732,5,driver,Excellent service! Driver was very professional.,2025-07-09 02:54:25.267585
5155,21029,4080,4,route,Decent ride but car smelled like smoke.,2025-07-08 14:12:14.468988
5156,21033,3077,5,pricing,Perfect experience from start to finish.,2025-07-08 18:13:37.077037
5157,21038,3198,3,other,Overcharged for the distance traveled.,2025-07-08 22:09:39.296289
5158,21039,4768,5,other,Clean car and smooth ride. Will use again!,2025-07-08 19:32:36.537322
